,0.001,0.004,0.007,0.01
0.001,0.69375,0.69625,0.6966666666666667,0.6983333333333334
0.004,0.7754166666666666,0.77875,0.7833333333333333,0.78625
0.007,0.7841666666666667,0.7875,0.7929166666666667,0.79875
0.01,0.7904166666666667,0.7941666666666667,0.79875,0.8016666666666666
